SeqId	Reference
13982-33	427.6
13983-27	2537.2
13984-23	732.3
13985-12	785.5
13986-6	1046
13988-67	1176.6
13990-1	690
13991-47	1984.1
13992-12	1409.7
13993-20	8689.8
13994-1	3774.5
13996-16	1159.8
13998-26	900.9
14002-18	639
14005-2	515.1
14006-36	1977.3
14007-22	1145.1
14008-22	881
14009-65	993.8
14011-17	3600.3
14012-17	1339.5
14013-11	5384.9
14019-73	1297
14021-81	1047.5
14022-17	492.7
14023-84	4808.3
14024-196	1634.2
14025-18	566.4
14026-24	1187.2
14028-22	4419
14029-42	3557.2
14030-21	1041.8
14031-18	378.6
14032-2	923.3
14034-22	613.3
14035-13	406.4
14036-116	261.9
14037-18	1311.3
14038-130	16572.7
14039-33	561.1
14041-13	794.5
14042-11	8139.4
14043-12	1641.1
14045-12	1113.1
14047-78	4054.1
14048-7	2609.6
14049-17	717
14050-61	2708.2
14051-54	383.9
14052-26	500.5
14054-17	9687.5
14056-4	1276
14057-68	6013.9
14060-67	1534.2
14061-48	1418.9
14063-17	1062.2
14064-21	404.5
14065-11	416.2
14066-49	591.5
14067-6	1006
14068-29	3532.7
14069-61	1192.4
14070-56	1474
14072-9	4382.5
14073-31	213127.5
14074-2	402
14076-74	643.9
14077-6	2079.4
14078-69	3580.8
14079-14	3560.2
14081-5	836
14082-56	2160.2
14083-25	11457.8
14084-191	2471.6
14085-28	1271.9
14086-11	543.7
14088-38	86034
14090-23	1303.2
14091-42	1878.8
14093-10	1453.7
14094-29	1586.1
14095-1	439.8
14097-86	1687.1
14098-28	3937.3
14099-20	1915.5
14100-63	1605.5
14101-2	573
14102-6	1520.7
14103-12	1979.6
14104-1	938
14105-5	45003.5
14106-46	767.6
14107-1	12780.6
14108-15	3218.3
14109-15	1825.2
14110-200	4056.9
14111-15	664.2
14112-40	1263.7
14114-18	1812.2
14115-34	2527.1
14116-129	1581.3
14120-2	1967
14121-24	1402.5
14122-132	960.2
14123-34	4027.7
14124-6	3409.3
14125-5	746.3
14127-240	1272.4
14128-121	377.7
14129-1	417.9
14131-37	6760.1
14132-21	932.5
14133-93	8605.9
14134-49	1090.6
14135-3	654
14136-234	5705.9
14139-16	721.8
14143-8	7374.1
14144-3	2323.8
14146-92	1002
14148-2	2435.9
14149-9	935.5
14150-7	9990
14151-4	1482.9
14153-8	982.7
14156-33	14920
14157-21	2631
14158-17	1480.5
14175-78	576.9
14178-18	1490
14186-13	4837.1
14192-31	2797.2
14197-2	1474.4
14203-3	41301.9
14204-55	405.2
14205-6	477.6
14206-28	181.4
14208-3	2438.1
14216-35	714
14226-120	1849.5
14227-21	769.1
14228-1	633.5
14229-5	3325.7
14237-1	2572.2
14245-195	407.1
14246-50	1540.9
14249-68	593.8
14250-115	1603.5
14254-27	1769.6
14256-4	455.8
14260-112	417.9
14268-4	646.5
14271-23	5828.5
14273-19	4610.9
14283-12	2715.4
14284-23	189.4
14286-2	667.6
14287-6	17511.4
14291-53	333.1
14294-61	5904.3
14308-192	1387.2
14309-8	4024.9
14314-6	1000.1
14318-1	4147.6
14324-52	4564.4
14326-4	5691.9
14329-4	509.9
14331-262	1321.2
14332-3	2129
14334-3	470.3
14337-1	1086
14341-8	1897.9
14583-49	293.9
14587-16	135.6
14593-152	2543.7
14597-5	323.6
14599-18	935.2
14603-51	3057.9
14605-2	61
14614-41	9551.3
14615-46	931.8
14616-16	100.8
14617-7	352.8
14618-26	2355.7
14619-8	270.1
14623-26	12229.7
14624-51	723.6
14628-72	1139.9
14631-22	3331.8
14633-26	2005
14634-13	258.9
14635-28	268.8
14636-25	6156.6
14645-253	1426.1
14655-1	470.8
14662-6	3588.5
14663-44	2026.5
14670-1	1760.2
14674-63	282.8
14675-20	18607.5
14684-17	7130.7
14685-17	2166.2
14687-6	393.1
14688-6	326.7
14689-3	2778.2
14692-3	11976.2
14696-45	832.5
14703-6	416.2
14705-1	1925.5
14708-59	82878.6
14711-27	37887.1
14713-46	338.4
14747-9	2452.9
14748-31	1074.3
14755-4	437.4
14756-29	9314
14757-144	173.8
14759-149	2002
15295-81	18747.6
15297-3	800.6
15298-199	335.4
15299-102	7427.1
15300-66	2665.1
15301-24	2176.2
15303-63	3017.2
15304-1	9597.2
15305-7	1571
15306-20	651
15308-108	5283.5
15310-61	1260.2
15312-14	1536.8
15313-28	1608.3
15314-49	15884.3
15315-64	1527.9
15316-262	6062.4
15318-75	2348.9
15319-226	706.1
15321-8	806.9
15322-35	3294.7
15323-112	823.5
15324-58	2810.7
15325-14	10045.3
15326-64	13853.2
15329-167	1049.7
15331-47	2111.9
15333-11	859.2
15336-7	15434.9
15339-32	1100.8
15343-337	4639.4
15346-31	624.7
15347-12	226075.2
15358-28	13616.5
15361-37	904.6
15363-32	15489.2
15364-101	180818.6
15365-41	608.9
15367-38	17606.1
15368-3	1930.5
15370-5	1081.2
15372-43	501.4
15374-15	1899.6
15375-49	2871.2
15376-134	1041.9
15381-45	731.5
15383-200	1255.2
15384-15	3098.6
15385-116	2282.8
15386-7	28147.1
15387-44	25548.4
15388-24	3426.8
15389-1	532.8
15390-3	1863.6
15391-114	1495.2
15394-79	9588.7
15395-15	1627.2
15398-2	1011.2
15402-2	960.5
15403-53	668
15404-3	496.8
15405-23	373.7
15412-40	744.9
15413-3	573.5
15414-316	30234.7
15416-54	1561.4
15417-3	472
15418-25	1355.2
15419-15	1185.4
15422-12	173.2
15426-5	4107.8
15427-35	3077.7
15430-165	5076.6
15431-31	2729.3
15432-1	1397.3
15433-4	4003.8
15434-5	498.1
15435-4	3622.3
15436-40	775
15437-11	1224.2
15439-21	676
15440-57	1107.2
15441-6	1184.4
15444-45	3341.4
15446-25	6025.5
15447-45	14693.7
15448-47	652.8
15449-33	605
15452-5	11541.6
15453-3	88461.2
15455-40	3483.9
15457-14	1558.7
15460-9	1979.1
15462-28	16752.1
15465-79	6741.9
15466-30	258.6
15467-10	50920
15468-14	54933
15470-11	981.3
15471-29	1151.9
15472-16	3239.2
15474-7	6985.2
15475-4	14824.2
15476-6	4156.6
15480-2	1050.4
15481-45	38369.7
15482-12	1367.8
15483-377	3452.7
15486-126	4917.8
15487-164	5736.2
15491-20	12527.6
15492-1	329.2
15494-11	1449.3
15495-9	761.2
15497-9	1329
15499-11	1117.8
15503-15	14576.7
15503-20	1355.8
15504-39	1086.3
15506-34	700.8
15509-2	9548.8
15511-37	1404.2
15513-108	1988.8
15514-26	9988.7
15515-2	19553.1
15516-12	69372.6
15521-4	2105.9
15522-2	23537.9
15523-9	13996
15524-30	3027.2
15525-294	722.7
15526-33	1631.5
15527-90	4821
15529-33	24729.2
15530-33	5465.5
15533-97	8582.8
15534-26	23392.6
15535-3	2055.4
15539-15	1192.8
15540-6	1831.6
15542-19	29308.7
15544-25	4362.1
15545-13	5594
15548-35	1115.2
15553-22	729.4
15556-49	1859.9
15558-63	4513
15559-5	7853.6
15560-52	114637.4
15562-24	3165.2
15565-102	102
15566-10	2784.7
15567-2	744.6
15569-15	721.7
15570-99	8282.9
15573-110	3156.3
15574-37	937
15576-158	20479.6
15579-26	904.9
15580-2	941.7
15581-16	625.3
15582-25	4668.2
15583-18	640.6
15584-9	9042.5
15585-304	5691
15587-20	891.1
15588-17	2022.2
15589-1	19192.5
15591-28	3538.6
15594-47	19395.3
15596-7	1749.4
15602-43	3877.6
15603-20	381
15604-18	5320.2
15606-19	1856
15607-56	3378.2
15608-5	612.5
15610-72	8569
15612-5	596
15613-16	1091.6
15614-168	6875.9
15615-8	2519.5
15617-8	2903.3
15619-49	282.6
15620-4	1540.8
15622-13	2341.4
15623-1	998.3
15626-223	1654.9
15627-83	7544.6
15631-18	464.8
15633-6	3867.6
15634-139	424.7
15635-4	1374.8
15636-49	622.5
15637-38	415.6
15640-54	2237
15641-20	947.2
15644-1	2609.2
15653-9	1099.9
15666-21	330.5
15667-39	1395.1
15668-19	2293.6
15669-7	1459.2
15670-15	725.6
15674-3	1103.8
15675-3	1310.4
15678-71	13758.4
15686-49	1470.4
15688-30	556.9
15692-300	350.1
15693-9	7172.8
15698-6	335.4
16015-19	10588
16021-30	1573.1
16035-8	9685
16043-30	3421
16049-43	1334.8
16055-3	84829.4
16057-6	6953.9
16060-99	3044.8
16070-7	1679
16074-12	1715.7
16079-2	3097.9
16081-38	5444.6
16288-17	18030.7
16292-288	2255.9
16293-1	1079.5
16296-43	1334.5
16297-14	561.8
16298-84	264.9
16299-13	1266.8
16300-4	11753.7
16302-11	1423.2
16304-6	7860.4
16305-10	3085.2
16307-22	1354.2
16308-14	2644.5
16309-30	1489.5
16312-45	1525.8
16315-105	822
16317-20	2047.4
16318-12	550.8
16320-139	1949.5
16322-10	16482.8
16323-8	4711
16324-38	947.5
16535-61	342.6
16536-3	403.7
16551-14	1409.8
16558-2	2918.6
16561-9	1652.6
16583-8	3945.7
16585-16	561
16587-1	511.8
16588-10	9597.8
16591-71	1286.1
16593-3	3656.9
16594-44	610.2
16596-25	6582.6
16597-11	401.9
16599-38	747.6
16605-2	714.7
16606-85	9589.5
16607-78	112223.3
16609-106	1843.2
16610-13	6976.4
16612-28	2577.7
16613-3	6159.9
16614-27	1934.3
16616-137	5496.1
16617-14	711.6
16618-7	316.4
16620-26	6144.1
16621-77	4164.9
16746-12	1802.9
16748-1	2858
16749-79	2339.8
16751-15	420.9
16753-46	839
16754-40	1511.7
16755-195	1847.8
16756-30	583.8
16758-96	3004.7
16760-2	4210.4
16763-11	12361
16765-52	8950.5
16768-3	1433.9
16769-20	881.1
16770-3	25290.9
16773-29	275.9
16780-6	11278.8
16781-2	632.5
16785-45	3075.4
16792-4	10673.2
16802-31	1961.2
16803-4	721.2
16805-5	21641.5
16807-35	4365.8
16809-1	2711.4
16810-3	8688.2
16814-13	1231.1
16818-200	2327.5
16823-75	1552.7
16825-20	2514.1
16828-8	12603.7
16831-7	1715.8
16836-1	467
16837-20	278.3
16845-15	1005.2
16847-39	647.5
16850-5	1697.8
16851-50	296.4
16852-10	2323.3
16853-5	771.9
16854-17	3045.5
16856-79	1735.3
16857-2	1767.2
16858-384	1037.9
16859-100	1719.9
16863-47	1149
16865-62	2361.4
16867-76	1089.5
16872-248	1430.3
16875-13	790.5
16877-19	1237.2
16882-27	8440.4
16883-57	2068.7
16885-49	128188.7
16887-29	1184.7
16890-37	8312.9
16892-23	1178.2
16899-59	1956.3
16900-29	859.4
16902-17	1486.3
16907-3	1107
16908-5	3702.4
16913-8	1606.9
16914-104	20048
16915-153	11941.4
16916-19	537.7
16918-198	503.1
16919-1	6309.6
16922-53	639.9
16923-20	735.8
16926-44	1474.7
16927-9	11505
16932-5	1628
17137-160	1751.9
17138-8	1552.7
17140-57	17656
17145-1	821.1
17148-7	56867.9
17150-8	4943.9
17151-84	9430.3
17152-10	768
17153-46	1077.5
17154-2	4650.1
17155-1	8539.3
17156-72	4157.1
17158-17	3646.7
17161-1	1286.9
17163-117	508.4
17164-15	1706.8
17165-1	7423.4
17166-4	585.2
17170-15	364.9
17172-19	12055
17175-5	752.6
17176-13	12593.6
17195-43	868.5
17196-5	1084.2
17199-43	23867.4
17200-50	1738.3
17202-37	304.1
17204-17	2528
17205-21	7567.9
17209-27	3332.2
17210-2	878.5
17224-12	4275
17231-1	25836.4
17319-1	509.8
17320-19	10381.6
17325-10	12723.7
17326-44	396.4
17327-3	2429.9
17329-2	444.2
17331-138	1676.4
17332-3	7007.2
17333-20	556.5
17335-18	3804.3
17336-54	303.4
17337-1	175.9
17341-89	944.2
17342-13	2517.6
17343-6	680
17344-23	1187
17345-12	1579.3
17346-61	836.2
17347-80	31579.7
17348-5	413.9
17350-13	16906.6
17355-56	1060.3
17356-34	674.1
17357-33	339.1
17362-5	705.5
17364-8	256.8
17365-7	1556.4
17366-6	5406.4
17367-5	3222.2
17370-186	1046
17372-5	1335
17377-1	1772.5
17380-2	40022.7
17383-4	2662.7
17384-110	3701.1
17387-27	551.2
17391-10	963.8
17393-13	2075.2
17396-23	3965.4
17397-8	347.6
17398-55	2574.4
17400-71	2411.6
17403-14	1103.5
17404-5	11812.2
17405-2	3372.1
17408-2	705.8
17410-5	651.2
17411-55	5709.7
17419-17	775.8
17427-26	318.9
17432-25	1860.3
17435-43	3065.3
17436-193	558.6
17441-4	598.8
17447-52	8529.9
17449-23	882.5
17450-51	34098.8
17451-13	1879.2
17453-34	8033
17454-15	674.5
17455-42	1207.8
17456-53	4523.1
17460-51	945.3
17462-19	287.7
17466-72	705.5
17467-1	980.9
17468-1	1545.4
17474-106	619.8
17475-18	954.1
17490-4	1822.8
17495-141	993.8
17505-125	1584.1
17509-6	1479.8
17510-7	1883.1
17511-10	2436.9
17512-2	13900.4
17513-11	37752
17514-48	29352.3
17515-6	4528.5
17516-7	527
17671-58	828.4
17672-184	2583.8
17673-34	1126.9
17675-17	7803.8
17676-13	15783.3
17677-47	362
17678-28	5042.3
17680-12	554.5
17682-1	1894.3
17683-2	1023.3
17685-9	38454.8
17686-27	39820.3
17691-1	1621.6
17692-2	589.8
17693-2	2022.5
17694-32	1411
17696-1	731.6
17697-2	4073.2
17698-15	765.8
17699-43	315.1
17702-53	1517.3
17703-40	481.4
17704-74	1061.8
17706-4	1277.2
17710-40	551.2
17711-13	866.2
17712-7	2785.3
17721-82	1195.4
17722-5	28334.3
17724-3	467.7
17725-37	546
17726-3	2853.2
17727-1	733.5
17728-61	4181.9
17729-20	738.6
17734-13	2836.8
17735-130	1515
17736-105	1222.7
17737-7	6303.9
17738-7	6570.2
17739-1	6127
17742-2	1646.4
17743-14	708.1
17744-31	14962.7
17746-77	2080.3
17747-45	2651.2
17748-21	1815.3
17750-8	3392
17751-68	374.9
17752-24	418.6
17755-5	3559.1
17756-69	2032.3
17757-86	2607.4
17758-79	1326
17760-128	2175.2
17761-2	2646.9
17764-108	7532.2
17765-3	1560.2
17766-5	570.3
17768-50	1996.3
17769-28	5462
17770-42	1789.2
17771-35	1487.2
17772-7	2786.4
17773-26	1996.8
17774-38	564.5
17775-8	1885.2
17776-15	1075.2
17777-31	1333.5
17778-19	760
17781-191	17980.2
17782-23	6535
17783-9	1929.2
17784-23	9218.5
17785-11	1492.4
17786-5	833
17787-1	8679
17789-1	777.8
17791-25	1498.7
17792-158	1025.2
17793-4	479.6
17794-6	1151.1
17795-176	1238.2
17796-15	4605.8
17797-1	2914.1
17799-9	2094.2
17800-33	390.2
17802-4	21180.6
17804-102	1099.5
17805-35	235.6
17806-6	17161.9
17808-37	2650.9
17811-78	1147.8
17812-2	1418.2
17813-21	698
17814-8	6201.5
17816-58	1941.6
17817-22	1374.7
17818-22	31315.5
17819-30	942.9
17820-170	6307.5
17821-20	756.8
17822-57	1271.6
17823-40	1265.7
17826-341	12675.9
17827-53	1163.8
17828-3	825.3
17829-2	469.9
17832-12	401.7
17835-28	503.4
17836-17	2883.2
17837-5	10312.7
17843-30	9314.6
17849-6	680.2
17850-42	394.1
17852-5	16772.2
17854-33	2843.4
17855-28	736.5
17856-23	624.6
17857-6	420.7
18156-7	732.8
18158-45	795.8
18160-2	707.9
18162-167	563.1
18165-181	4464.1
18166-4	1459.8
18170-46	545.3
18171-25	276.8
18172-71	1127.2
18173-11	1510.2
18174-79	1647.4
18175-65	8328.7
18177-49	1362.1
18178-13	1546.8
18179-56	1086.7
18180-58	784.5
18181-2	4010.1
18182-24	2676.8
18183-3	20057.8
18184-28	3598.8
18185-118	3172.7
18186-15	21072.6
18187-16	1282.4
18188-12	4419.4
18189-12	1799.3
18190-15	1664
18191-23	3326
18192-69	3265.4
18193-165	490.4
18194-18	2458
18195-3	7096.6
18196-8	12534.1
18197-97	1039.2
18198-51	315.9
18202-22	1385.4
18203-9	2961.4
18204-1	3734.8
18205-123	604.9
18206-18	3445.9
18207-6	10371.8
18208-3	2771.1
18210-12	475.6
18212-43	1528.7
18213-30	570.7
18214-2	2241
18215-5	4387.7
18216-22	878.2
18218-48	5516.4
18220-141	1295.2
18222-34	3825.4
18224-11	42799.2
18225-13	29664.7
18226-148	2117.5
18227-3	305.9
18228-30	821
18231-147	3218
18232-42	12136.8
18233-10	9745.1
18235-16	1375.9
18236-3	14139.9
18237-29	641.3
18240-6	859.2
18241-18	2359.5
18242-8	1415.2
18243-9	2309.8
18244-1	47258.3
18253-8	1392.4
18255-6	1426.5
18257-64	10453.1
18259-15	1386
18261-34	453.6
18264-12	1406.1
18265-18	868
18267-74	694.8
18268-5	656
18270-10	4516.1
18271-43	1304.9
18273-14	822.2
18274-2	1507.2
18275-5	8104.4
18276-34	1404.2
18277-28	2963.1
18280-29	3686.2
18282-1	2235.9
18284-77	2256.1
18285-6	1076.6
18286-3	2509.6
18289-16	22626
18290-6	1268.9
18291-8	945.5
18294-26	308.2
18295-102	3593.1
18297-8	923.1
18299-13	6404.1
18300-39	6228.4
18301-10	3432.9
18302-204	5467.1
18303-39	142442
18304-19	1463.6
18306-1	1733.2
18307-71	892.1
18308-30	3939.3
18309-18	28309.2
18310-26	2827.2
18311-44	844.4
18312-68	1252.7
18313-4	760.4
18314-88	635.2
18315-38	452.2
18316-75	1146.1
18317-111	509.6
18318-98	7153
18319-7	1229.9
18321-38	260.1
18322-15	995.4
18323-39	484.2
18324-61	1033
18326-50	935.6
18327-6	2653.7
18328-36	2912.6
18329-4	1023.1
18330-7	1666.2
18331-3	6774
18332-17	228.6
18336-31	3144.4
18337-4	1389.3
18338-26	6864.2
18339-207	1992.8
18340-2	7008.6
18342-2	9608.8
18343-10	450.9
18347-15	18801.3
18348-89	1978.2
18373-13	5369.5
18375-28	7387.2
18376-19	1364
18380-78	79898.6
18381-16	1467.4
18382-109	936.1
18383-9	59831.8
18385-4	1338.1
18386-36	1439.8
18387-7	51212.5
18389-11	952.3
18392-19	985.2
18395-5	2381.9
18396-10	658.1
18397-5	1600.1
18398-1	526.6
18399-1	1699.8
18400-52	2764.4
18401-18	911.1
18402-1	322.1
18403-25	474.9
18404-22	1913.8
18405-117	2124.8
18407-36	1074.3
18408-26	7421
18409-61	1230.1
18410-26	218.2
18411-83	1126.3
18413-24	493.8
18414-26	848.6
18415-16	2807
18416-3	492.6
18417-3	316.6
18419-20	1843.2
18422-41	3042.1
18429-10	1333.4
18432-32	1850.3
18434-141	530.7
18435-40	483.1
18449-33	1914.4
18458-4	1760.8
18483-36	972.8
18813-15	859.2
18814-21	470.5
18817-50	10776.1
18819-21	10200.1
18821-9	32800.1
18823-52	2318
18824-7	3357.4
18829-4	20680.9
18830-1	6313.3
18831-6	952.5
18832-65	2853.6
18833-76	650.3
18837-9	668
18839-24	389.1
18840-205	2163.8
18841-1	2498.6
18842-24	864.2
18859-7	252.6
18860-2	548.2
18863-176	432.4
18864-7	968.8
18866-8	1766.7
18868-7	1298
18870-1	1433.8
18871-24	1940.2
18873-8	4604.4
18874-66	376.8
18875-125	716
18876-77	440.9
18877-15	1929.4
18878-15	859.6
18880-81	9744.5
18881-7	3132.2
18882-7	641
18883-4	3199.5
18884-22	2575.4
18886-28	279.5
18887-7	1157.3
18888-37	1114.7
18890-227	1841.3
18891-98	6881
18892-48	366.7
18893-26	1726.1
18894-1	690.5
18895-54	1369.8
18896-23	1263.9
18897-31	615
18898-36	433.6
18899-82	288.4
18900-37	1601.3
18901-26	8538.7
18904-23	448.9
18905-5	650.6
18907-97	2153.9
18909-11	839.3
18910-45	807.4
18913-3	586.4
18914-188	779.5
18916-25	4046.3
18917-53	16132.7
18918-86	254.6
18921-30	366.2
18922-27	1193.1
18925-24	4873.6
18926-7	494.8
18927-14	1336.8
18928-10	398.4
18930-28	5076.8
18931-40	3159.4
18932-84	891.2
18933-4	585.8
18934-50	1125.9
18935-14	1509.7
18938-3	1890.7
18942-11	1987.4
18943-4	3508.6
18945-11	8015.6
18947-3	755.3
18950-13	12930.4
19108-50	438.9
19109-32	701.4
19110-6	1123.6
19111-10	2097.9
19112-2	2413.8
19113-66	10223.7
19114-8	2131.2
19115-13	646.8
19116-1	976.4
19117-3	12472.2
19118-47	2297.2
19119-10	390.9
19120-33	525
19121-3	5005.9
19122-47	1065.2
19123-6	2779.5
19124-9	2856.1
19125-26	704.2
19126-4	2652.3
19127-1	11245.8
19129-15	4638
19130-81	1146.8
19131-184	1780.5
19132-1	1065.5
19134-66	4574.2
19135-5	1508.1
19136-22	3178.6
19139-3	1320.8
19141-22	897.4
19142-39	676
19143-38	1253.7
19144-9	1274.5
19145-4	1406.3
19147-6	1449
19148-58	412.4
19150-20	13934.7
19152-4	7699.8
19153-53	1175.7
19154-41	5756.2
19158-1	4448.8
19159-9	578.9
19161-1	17588.2
19163-26	4959.2
19166-15	8782.4
19168-71	1263.5
19169-88	917
19170-25	1205.2
19173-5	22820.3
19174-141	429.2
19175-18	2070
19176-27	2147.2
19177-7	6467.1
19180-38	5632
19183-164	9114.4
19187-21	1694.9
19188-21	8021.7
19189-2	26810.2
19190-4	813
19193-18	3853.1
19194-9	24934.2
19195-85	2874.3
19196-73	1989.8
19197-95	3768
19199-3	757.6
19200-16	1008.3
19202-10	70638.3
19206-20	810.9
19207-119	1034.9
19208-8	1231
19209-6	2357.9
19212-4	450.8
19213-1	4188.5
19215-7	1766
19219-71	2468.7
19222-124	19835.1
19223-6	8300.5
19224-5	46530.7
19225-11	476.4
19227-18	461.6
19228-11	356.1
19229-92	705.4
19230-12	432.4
19231-22	1278.2
19233-75	1294.8
19236-24	440.2
19237-17	1140.1
19238-12	3674.1
19239-5	905.6
19240-265	4459.2
19241-31	3068.5
19242-21	1648.8
19243-2	1170.8
19247-1	766.6
19249-18	11521.4
19250-50	10094.3
19251-56	2494.1
19252-67	983.8
19253-82	1172.8
19254-125	11694.2
19255-124	510.6
19257-11	6601.6
19258-24	461.4
19259-176	27172
19260-4	386
19261-12	419.6
19262-219	2278.4
19263-147	55977.3
19264-6	5301.7
19265-9	1445.2
19266-35	17868
19267-14	30893.3
19270-26	20706.3
19271-64	807.2
19272-9	9523.4
19273-3	21674.2
19274-80	5006.5
19275-68	3460.4
19276-124	1706.6
19277-4	2466.7
19278-19	1496.8
19279-42	1391
19280-29	1349.5
19281-86	792.4
19282-3	2475.9
19286-30	1226.7
19287-59	1020
19289-29	6258.1
19290-5	1917.3
19291-2	1178.1
19293-6	18925.8
19294-26	2912.2
19295-32	18475.5
19296-51	5469.3
19297-4	5307.4
19302-7	240.5
19303-64	781.9
19310-81	1267.8
19311-15	304.9
19316-2	4422.9
19317-114	390.9
19323-1	5224.2
19325-21	352.6
19327-31	4063.4
19328-51	627
19329-31	1845.7
19331-18	1610.2
19332-1	2276.8
19333-4	10398
19334-62	7469.4
19335-2	8672.9
19338-3	819.4
19341-36	73394.5
19347-37	1004.5
19353-25	405.8
19356-20	2493.8
19357-11	638.8
19360-22	523.5
19361-78	5701.2
19364-163	417.7
19365-11	1306.8
19366-8	935.2
19367-34	1783
19369-17	686.4
19370-30	2225.9
19371-18	19925.7
19372-7	2067
19373-3	12002.1
19374-72	1453.3
19376-74	1196.2
19377-14	1594.1
19379-154	775.8
19381-7	1930.8
19383-131	1172.9
19388-2	1002.8
19392-6	2112.7
19437-61	695.6
19438-68	3280.8
19446-1	6043.6
19448-104	941.1
19467-3	1768.9
19482-11	2997.3
19483-16	1999.2
19488-1	1746.8
19491-11	1973
19492-5	4514.4
19496-1	5328.9
19503-2	2755.9
19504-22	10606.8
19506-6	2942.8
19511-8	260.9
19516-10	8655
19518-12	2325.9
19523-215	12954.9
19545-145	2295.6
19553-14	1312.3
19555-1	2734.9
19556-12	9806.8
19557-3	1040.5
19558-10	3277.6
19560-23	1469.1
19561-216	6908.9
19562-8	723.6
19563-3	2278.3
19564-61	1124.5
19567-1	3720.7
19568-17	1735.1
19570-12	222.5
19572-10	451.6
19574-5	5655.4
19575-4	355.3
19578-19	18195.3
19579-5	613.4
19581-15	8998.6
19584-33	392.1
19586-89	11561
19587-12	7035.8
19590-46	2372.2
19596-18	650.4
19601-15	3401.8
19602-36	446
19606-28	1359.2
19612-3	360.9
19613-16	2058.9
19614-8	12229
19615-213	827
19616-100	2101.1
19617-5	21640
19620-16	1825.8
19622-7	10593.2
19623-26	1222.8
19630-2	7173.8
19631-13	9033.3
19635-69	1372.8
19636-23	10867
19637-9	1908.8
19638-9	3839.8
19639-53	3060.8
19640-2	462.4
19742-3	7800.8
19743-12	2197.1
19748-3	2190.3
19751-21	6467.7
19752-197	3078.7
19755-38	2176.7
19760-26	2766.9
19765-17	1003.9
19767-20	3138.8
19768-13	1376.3
19774-8	9362
19784-16	5471.3
19786-26	1326.3
19787-14	2353.7
19788-6	6116.8
19794-10	1109.8
19797-4	910.2
19799-2	5427.2
19802-22	4546.4
19803-34	8919.2
19808-26	4950.3
19809-47	975.7
19819-7	8796.3
19821-10	7833.3
19823-75	10124.2
19824-3	3119.2
20054-28	3785.2
20055-40	406.2
20056-7	829
20057-177	227.8
20064-24	6882
20066-19	381.2
20067-26	67863
20068-61	200.8
20069-23	706
20071-53	1087.2
20073-22	442.4
20074-3	714.8
20075-130	417.8
20076-7	7962.1
20078-6	363.8
20079-6	2443.2
20081-14	219.9
20083-1	1458.1
20086-5	4791.9
20087-3	7819.4
20089-172	347.3
20090-63	900.7
20091-138	3051.8
20093-9	5981.2
20103-176	150.2
20105-7	1277.7
20106-80	3579.4
20107-11	17177.9
20110-25	556.6
20111-5	1844.4
20116-30	1193.8
20117-5	1228.2
20120-101	427.2
20126-19	135.5
20127-102	486
20128-1	451.9
20130-144	1542.5
20133-1	3068.6
20134-27	104.9
20135-85	6505.6
20137-49	927.2
20139-57	1910
20141-42	277.3
20142-42	715.5
20159-1	1419.9
20161-41	39925.7
20165-4	5265.4
20167-6	2067.8
20173-39	2547.6
20175-17	996.7
20181-17	489.1
20183-48	542.8
20185-44	640.3
20187-10	3252.5
20189-28	797.6
20189-4	1310.4
20191-13	625.5
20195-13	1200.7
20197-14	2279.6
20203-45	17396.5
20205-55	284.3
20211-75	3004.8
20213-82	851.6
20215-45	408.5
20217-26	2421.3
20219-25	1591.2
20221-26	8434.5
20225-119	6657.3
20229-67	2014.3
20231-23	857
20237-38	936
20241-9	4733.8
20243-26	45617.7
20245-13	670.6
20247-17	1283
20367-6	1120.2
20370-6	5056.8
20373-141	2727.9
20374-41	2585.9
20376-64	2813.7
20378-110	1874.3
20379-59	1444.7
20380-50	485.1
20381-21	660.4
20382-8	792.5
20383-31	742.8
20385-21	1226
20386-15	1073.3
20387-277	2353.2
20388-8	1605.3
20389-36	2799.5
20390-4	330
20393-10	1557.3
20396-70	742.5
20398-60	35490.5
20399-7	680.1
20401-19	1417.6
20402-11	3462.9
20408-11	1928.5
20411-52	3967.9
20423-40	8893.2
20425-12	1134.3
20426-34	588
20427-18	5368.9
20428-5	376.5
20430-8	615.8
20432-6	981.1
20433-19	1592.2
20434-23	539.4
20435-41	717.2
20436-93	3890.6
20437-9	434.6
20439-14	16868.2
20440-36	462.2
20441-35	898
20442-12	6187.5
20443-37	925.3
20444-12	3664.9
20445-29	55363.4
20447-11	389.7
20448-7	509.3
20449-72	738.8
20451-126	1736
20453-9	521.4
20454-24	618.1
20457-13	1140.1
20458-22	431.7
20460-22	1360.6
20461-58	808.5
20463-315	1167.5
20464-7	629.4
20511-3	376.7
20512-2	1893
20514-8	1943.7
20516-11	447.9
20517-1	52727.8
20518-11	740.1
20519-7	253.1
2052-1	109.1
20520-14	379.8
20521-83	504.2
20522-2	323.1
20524-38	1266.4
20525-200	3539.2
20526-3	470.6
20527-47	1365.4
20528-23	1724
20529-7	494.1
2053-2	170.6
20530-2	1131.7
20531-5	510.7
20533-39	25477.2
20534-6	1475.6
20535-68	2187.5
20536-11	2430.4
20538-71	580.8
20539-4	4172.1
2054-3	36.2
20540-65	2785.7
20541-73	295.7
20542-47	3002.8
20543-19	408.5
20544-103	244
