SeqId	Reference
13960-15	562.5
13961-18	5246.3
13963-7	8656.0
13966-30	2583.5
13967-14	3269.3
13969-24	3072.1
13972-4	567.3
13973-62	508.1
13975-56	1360.9
13976-9	916.1
13977-28	426.9
13978-122	263.8
13979-3	1100.1
13982-33	321.8
13983-27	2570.8
13984-23	381.1
13985-12	498.0
13986-6	1093.8
13988-67	864.0
13990-1	477.0
13991-47	1123.3
13992-12	1055.8
13993-20	6708.1
13994-1	2263.8
13996-16	754.5
13998-26	1133.8
14002-18	438.1
14005-2	365.8
14006-36	1252.4
14007-22	908.2
14008-22	581.0
14009-65	773.5
14011-17	2953.8
14012-17	919.8
14013-11	675.1
14019-73	815.2
14021-81	686.1
14022-17	483.6
14023-84	3942.4
14024-196	959.5
14025-18	467.5
14026-24	820.1
14028-22	2420.4
14029-42	1981.5
14030-21	557.2
14031-18	290.6
14032-2	763.4
14034-22	456.9
14035-13	282.0
14036-116	189.4
14037-18	1037.2
14038-130	25453.7
14039-33	370.2
14041-13	525.6
14042-11	4043.1
14043-12	907.0
14045-12	1995.3
14047-78	3647.5
14048-7	2401.3
14049-17	580.6
14050-61	2898.3
14051-54	245.4
14052-26	342.0
14054-17	6691.0
14056-4	783.3
14057-68	16543.7
14060-67	826.0
14061-48	922.6
14063-17	726.5
14064-21	298.5
14065-11	253.6
14066-49	354.1
14067-6	499.1
14068-29	2714.9
14069-61	892.3
14070-56	988.6
14072-9	2749.7
14073-31	217602.3
14074-2	297.1
14076-74	471.6
14077-6	1616.6
14078-69	2393.7
14079-14	2267.1
14081-5	439.9
14082-56	1693.1
14083-25	10581.2
14084-191	2097.9
14085-28	787.6
14086-11	463.0
14088-38	66845.6
14090-23	1576.4
14091-42	1334.8
14093-10	1008.5
14094-29	1198.2
14095-1	294.4
14097-86	1416.8
14098-28	3187.1
14099-20	441.7
14100-63	968.2
14101-2	471.0
14102-6	1205.5
14103-12	1228.0
14104-1	630.8
14105-5	42974.1
14106-46	617.0
14107-1	13187.3
14108-15	2420.3
14109-15	1416.2
14110-200	2784.3
14111-15	402.3
14112-40	714.7
14114-18	1312.7
14115-34	1960.4
14116-129	1496.5
14120-2	1067.3
14121-24	875.8
14122-132	642.5
14123-34	2810.9
14124-6	2314.2
14125-5	582.0
14127-240	457.4
14128-121	257.9
14129-1	296.4
14131-37	4826.3
14132-21	432.2
14133-93	6846.9
14134-49	738.0
14135-3	413.3
14136-234	4556.0
14139-16	550.9
14143-8	18181.0
14144-3	6695.5
14146-92	1201.7
14148-2	1705.5
14149-9	647.8
14150-7	6237.5
14151-4	1032.6
14153-8	656.2
14156-33	14962.5
14157-21	2335.6
14158-17	1063.7
14175-78	443.5
14178-18	931.1
14186-13	4114.0
14192-31	2025.5
14197-2	757.5
14203-3	38935.9
14204-55	336.1
14205-6	362.4
14206-28	120.0
14208-3	2085.4
14216-35	422.0
14226-120	1336.7
14227-21	576.5
14228-1	452.5
14229-5	1916.2
14237-1	2258.9
14245-195	228.9
14246-50	1408.2
14249-68	374.0
14250-115	187.4
14254-27	1391.9
14256-4	195.9
14260-112	283.2
14268-4	499.4
14271-23	4670.4
14273-19	3550.6
14283-12	1735.0
14284-23	420.0
14286-2	317.4
14287-6	13390.7
14291-53	297.0
14294-61	3648.7
14308-192	949.5
14309-8	2000.7
14314-6	564.1
14318-1	3455.4
14324-52	8313.9
14326-4	4386.5
14329-4	378.7
14331-262	469.1
14332-3	1923.0
14334-3	305.7
14337-1	865.2
14341-8	1191.8
14583-49	223.7
14587-16	92.9
14593-152	1715.8
14597-5	191.8
14599-18	631.5
14603-51	2237.6
14605-2	32.2
14614-41	6611.8
14615-46	610.5
14616-16	70.7
14617-7	239.6
14618-26	1670.8
14619-8	227.6
14623-26	10750.7
14624-51	433.5
14628-72	531.5
14631-22	17615.9
14633-26	1097.3
14634-13	211.7
14635-28	181.9
14636-25	4012.2
14645-253	748.5
14655-1	1125.3
14662-6	2275.1
14663-44	1407.0
14670-1	1423.3
14674-63	170.8
14675-20	15782.5
14684-17	5346.8
14685-17	1567.8
14687-6	223.6
14688-6	257.9
14689-3	2274.8
14692-3	6262.8
14696-45	546.3
14703-6	257.9
14705-1	1408.4
14708-59	69878.5
14711-27	27307.8
14713-46	291.8
14747-9	1197.8
14748-31	766.3
14755-4	287.7
14756-29	6315.4
14757-144	83.0
14759-149	1440.8
15295-81	14222.0
15297-3	485.2
15298-199	290.6
15299-102	6109.6
15300-66	2171.7
15301-24	637.5
15303-63	2261.6
15304-1	8137.9
15305-7	967.8
15306-20	481.4
15308-108	3435.1
15310-61	854.2
15312-14	1796.5
15313-28	996.2
15314-49	14458.9
15315-64	7653.5
15316-262	4661.0
15318-75	1551.2
15319-226	606.3
15321-8	596.5
15322-35	2385.4
15323-112	1206.3
15324-58	2166.2
15325-14	8085.0
15326-64	16571.2
15329-167	639.1
15331-47	1649.5
15333-11	859.1
15336-7	11816.6
15339-32	490.6
15343-337	3331.1
15346-31	356.2
15347-12	234593.2
15358-28	6928.1
15361-37	637.2
15363-32	10624.6
15364-101	172160.8
15365-41	496.2
15367-38	14710.0
15368-3	1461.5
15370-5	788.7
15372-43	432.2
15374-15	1656.5
15375-49	3190.1
15376-134	740.2
15381-45	585.5
15383-200	780.1
15384-15	2654.8
15385-116	1535.5
15386-7	14164.1
15387-44	21299.9
15388-24	3911.3
15389-1	346.8
15390-3	1038.3
15391-114	1223.1
15394-79	6620.1
15395-15	1282.7
15398-2	641.5
15402-2	677.9
15403-53	611.5
15404-3	324.8
15405-23	302.3
15412-40	387.8
15413-3	396.1
15414-316	39324.1
15416-54	1052.2
15417-3	495.1
15418-25	1382.3
15419-15	995.5
15422-12	142.8
15426-5	3079.3
15427-35	2414.6
15430-165	2825.4
15431-31	1739.8
15432-1	829.4
15433-4	4306.4
15434-5	321.1
15435-4	3290.8
15436-40	502.8
15437-11	1075.5
15439-21	516.0
15440-57	792.4
15441-6	936.1
15444-45	1912.4
15446-25	3443.7
15447-45	8937.6
15448-47	638.7
15449-33	626.6
15452-5	8454.1
15453-3	79744.8
15455-40	2226.6
15457-14	1026.8
15460-9	1240.7
15462-28	13429.3
15465-79	5602.5
15466-30	171.1
15467-10	40514.1
15468-14	45260.2
15470-11	705.6
15471-29	800.6
15472-16	2785.1
15474-7	5495.2
15475-4	14451.5
15476-6	3033.4
15480-2	823.1
15481-45	29653.0
15482-12	768.1
15483-377	2707.0
15486-126	2637.5
15487-164	4747.0
15491-20	11321.3
15492-1	258.4
15494-11	1142.7
15495-9	499.0
15497-9	967.6
15499-11	1131.2
15503-15	9557.8
15503-20	1271.8
15504-39	866.3
15506-34	494.7
15509-2	6250.5
15511-37	898.7
15513-108	1327.2
15514-26	9503.1
15515-2	23158.0
15516-12	54165.5
15521-4	1661.9
15522-2	17229.5
15523-9	11940.0
15524-30	6063.2
15525-294	593.0
15526-33	1405.8
15527-90	5777.4
15529-33	19790.0
15530-33	3817.5
15533-97	7883.6
15534-26	16265.7
15535-3	1625.8
15539-15	837.0
15540-6	2728.6
15542-19	26984.9
15544-25	3405.4
15545-13	4293.3
15548-35	792.2
15553-22	504.6
15556-49	1654.4
15558-63	2677.2
15559-5	7197.5
15560-52	77250.7
15562-24	3456.4
15565-102	65.9
15566-10	1979.5
15567-2	363.2
15569-15	612.0
15570-99	7299.8
15573-110	2214.2
15574-37	661.1
15576-158	24289.2
15579-26	814.0
15580-2	1009.9
15581-16	318.5
15582-25	3843.7
15583-18	445.1
15584-9	9365.5
15585-304	4844.7
15587-20	726.2
15588-17	1389.2
15589-1	17051.6
15591-28	3137.4
15594-47	16072.8
15596-7	1340.5
15602-43	2830.1
15603-20	346.5
15604-18	5022.8
15606-19	1190.2
15607-56	4338.2
15608-5	524.9
15610-72	5039.0
15612-5	465.8
15613-16	1220.2
15614-168	4672.6
15615-8	1380.7
15617-8	2362.3
15619-49	199.3
15620-4	1160.1
15622-13	1633.7
15623-1	863.6
15626-223	1438.9
15627-83	6768.4
15631-18	328.2
15633-6	3107.5
15634-139	294.0
15635-4	1138.6
15636-49	575.5
15637-38	285.1
15640-54	1910.8
15641-20	657.1
15644-1	2478.8
15653-9	413.2
15666-21	258.6
15667-39	992.3
15668-19	1412.2
15669-7	1129.8
15670-15	521.2
15674-3	736.8
15675-3	755.1
15678-71	10503.8
15686-49	1161.0
15688-30	361.7
15692-300	265.6
15693-9	8305.2
15698-6	194.9
16015-19	7144.6
16021-30	722.0
16035-8	6844.4
16043-30	2845.3
16049-43	642.7
16055-3	76077.2
16057-6	5588.9
16060-99	2153.5
16070-7	1023.5
16074-12	1144.0
16079-2	2249.6
16081-38	2724.8
16288-17	14408.4
16292-288	1823.7
16293-1	810.3
16296-43	973.9
16297-14	298.9
16298-84	175.6
16299-13	701.5
16300-4	10833.2
16302-11	917.9
16304-6	1234.9
16305-10	2520.2
16307-22	1014.1
16308-14	1939.5
16309-30	789.8
16312-45	628.9
16315-105	587.5
16317-20	1850.4
16318-12	391.8
16320-139	1118.2
16322-10	11747.6
16323-8	3602.8
16324-38	586.8
16535-61	204.8
16536-3	260.1
16551-14	930.0
16558-2	2284.2
16561-9	1524.7
16583-8	3021.8
16585-16	353.9
16587-1	232.0
16588-10	6358.5
16591-71	814.4
16593-3	3049.2
16594-44	391.5
16596-25	6054.8
16597-11	253.1
16599-38	577.2
16605-2	623.6
16606-85	8962.6
16607-78	108165.0
16609-106	346.2
16610-13	4147.4
16612-28	1667.6
16613-3	5715.8
16614-27	1468.8
16616-137	33771.6
16617-14	546.8
16618-7	781.4
16620-26	5707.2
16621-77	3937.4
16746-12	1420.7
16748-1	1446.8
16749-79	1235.3
16751-15	307.3
16753-46	590.9
16754-40	974.8
16755-195	1300.3
16756-30	479.4
16758-96	3231.0
16760-2	3540.2
16763-11	8173.6
16765-52	7927.9
16768-3	647.7
16769-20	688.9
16770-3	24663.2
16773-29	221.9
16780-6	8802.5
16781-2	537.1
16785-45	2597.1
16792-4	6332.9
16802-31	1035.3
16803-4	332.2
16805-5	19228.3
16807-35	2821.3
16809-1	1842.7
16810-3	6172.1
16814-13	489.3
16818-200	1998.4
16823-75	1211.9
16825-20	2109.4
16828-8	9075.0
16831-7	1484.9
16836-1	309.9
16837-20	256.9
16845-15	611.4
16847-39	373.6
16850-5	1357.7
16851-50	225.4
16852-10	1389.0
16853-5	751.0
16854-17	1742.0
16856-79	1635.0
16857-2	13687.1
16858-384	747.5
16859-100	990.5
16863-47	851.5
16865-62	2184.9
16867-76	881.9
16872-248	1125.9
16875-13	620.9
16877-19	1307.5
16882-27	6879.2
16883-57	1325.5
16885-49	106395.2
16887-29	842.0
16890-37	6148.1
16892-23	1053.2
16899-59	1322.1
16900-29	679.8
16902-17	2086.4
16907-3	937.0
16908-5	2644.2
16913-8	1395.0
16914-104	16364.9
16915-153	9249.2
16916-19	433.1
16918-198	340.5
16919-1	5539.5
16922-53	438.6
16923-20	500.1
16926-44	1170.3
16927-9	12152.3
16932-5	760.0
17137-160	1391.4
17138-8	1030.5
17140-57	14857.5
17145-1	892.5
17148-7	53805.1
17150-8	3128.6
17151-84	8135.8
17152-10	531.5
17153-46	604.8
17154-2	2746.6
17155-1	4621.5
17156-72	2303.1
17158-17	5602.6
17161-1	937.4
17163-117	211.9
17164-15	1486.0
17165-1	7429.0
17166-4	334.1
17170-15	302.4
17172-19	31435.7
17175-5	531.8
17176-13	14929.0
17195-43	692.5
17196-5	811.7
17199-43	571.2
17200-50	1052.9
17202-37	224.2
17204-17	1575.5
17205-21	5896.7
17209-27	2021.6
17210-2	829.7
17224-12	2517.9
17231-1	20006.6
17319-1	508.4
17320-19	9469.5
17325-10	9373.8
17326-44	286.7
17327-3	1949.4
17329-2	416.5
17331-138	1462.9
17332-3	6103.2
17333-20	456.5
17335-18	1405.1
17336-54	413.1
17337-1	165.5
17341-89	727.4
17342-13	3177.8
17343-6	497.3
17344-23	1029.2
17345-12	960.0
17346-61	934.1
17347-80	25514.3
17348-5	274.4
17350-13	16338.6
17355-56	828.9
17356-34	355.9
17357-33	239.8
17362-5	362.0
17364-8	1006.7
17365-7	1051.3
17366-6	4068.9
17367-5	2345.6
17370-186	647.0
17372-5	857.8
17377-1	963.0
17380-2	33661.4
17383-4	1255.8
17384-110	2712.8
17387-27	373.1
17391-10	846.8
17393-13	1291.4
17396-23	2672.7
17397-8	293.0
17398-55	2570.1
17400-71	1459.0
17403-14	879.9
17404-5	11120.7
17405-2	882.5
17408-2	1531.0
17410-5	479.8
17411-55	4741.6
17419-17	642.1
17427-26	169.4
17432-25	1148.0
17435-43	1827.9
17436-193	553.2
17441-4	322.9
17447-52	6534.9
17449-23	585.0
17450-51	29543.7
17451-13	1038.3
17453-34	4362.4
17454-15	485.1
17455-42	1274.8
17456-53	3538.1
17460-51	702.5
17462-19	201.4
17466-72	512.5
17467-1	817.8
17468-1	1000.9
17474-106	552.1
17475-18	593.8
17490-4	1535.2
17495-141	722.3
17505-125	1137.7
17509-6	2247.9
17510-7	950.2
17511-10	960.3
17512-2	12619.4
17513-11	32808.6
17514-48	27311.6
17515-6	3301.3
17516-7	322.7
17671-58	642.0
17672-184	1540.1
17673-34	615.8
17675-17	5057.6
17676-13	13959.5
17677-47	225.1
17678-28	4015.2
17680-12	423.1
17682-1	1539.1
17683-2	832.2
17685-9	33214.1
17686-27	37474.1
17691-1	1477.8
17692-2	457.1
17693-2	1800.1
17694-32	1373.6
17696-1	464.7
17697-2	3383.5
17698-15	513.0
17699-43	224.5
17702-53	1512.3
17703-40	326.3
17704-74	800.8
17706-4	814.3
17710-40	288.9
17711-13	648.1
17712-7	2024.7
17721-82	844.0
17722-5	24289.1
17724-3	360.6
17725-37	350.8
17726-3	3030.1
17727-1	487.1
17728-61	3919.7
17729-20	650.4
17734-13	2067.5
17735-130	1263.8
17736-105	749.5
17737-7	3512.4
17738-7	1430.5
17739-1	3873.8
17742-2	1078.8
17743-14	1041.0
17744-31	10283.5
17746-77	1519.5
17747-45	1587.8
17748-21	1579.3
17750-8	2252.8
17751-68	286.9
17752-24	252.8
17755-5	3104.6
17756-69	2067.4
17757-86	2549.6
17758-79	988.3
17760-128	1525.7
17761-2	2100.3
17764-108	7750.8
17765-3	1457.5
17766-5	1009.9
17768-50	828.7
17769-28	4559.6
17770-42	919.2
17771-35	849.9
17772-7	1733.2
17773-26	1748.8
17774-38	357.2
17775-8	1504.8
17776-15	812.2
17777-31	947.7
17778-19	707.0
17781-191	13598.7
17782-23	4237.4
17783-9	1242.2
17784-23	6095.8
17785-11	1009.8
17786-5	470.4
17787-1	5768.2
17789-1	360.6
17791-25	957.4
17792-158	763.3
17793-4	581.8
17794-6	941.0
17795-176	765.1
17796-15	6064.4
17797-1	1926.6
17799-9	1998.5
17800-33	292.5
17802-4	16941.9
17804-102	911.7
17805-35	441.5
17806-6	17486.7
17808-37	2365.2
17811-78	647.7
17812-2	999.0
17813-21	492.0
17814-8	5862.6
17816-58	1688.5
17817-22	864.5
17818-22	29229.1
17819-30	927.8
17820-170	4410.2
17821-20	735.2
17822-57	798.8
17823-40	1042.2
17826-341	14421.7
17827-53	560.7
17828-3	532.8
17829-2	293.1
17832-12	339.9
17835-28	466.0
17836-17	2060.2
17837-5	9410.7
17843-30	8338.0
17849-6	668.4
17850-42	379.3
17852-5	14731.6
17854-33	2513.2
17855-28	472.4
17856-23	408.1
17857-6	283.0
18156-7	424.9
18158-45	493.3
18160-2	580.8
18162-167	499.6
18165-181	3689.7
18166-4	953.8
18170-46	359.9
18171-25	205.2
18172-71	804.5
18173-11	1218.8
18174-79	1689.2
18175-65	8574.1
18177-49	885.0
18178-13	1318.5
18179-56	757.2
18180-58	552.5
18181-2	964.5
18182-24	1633.5
18183-3	18919.3
18184-28	4427.6
18185-118	2557.8
18186-15	19102.3
18187-16	731.6
18188-12	2842.6
18189-12	1919.3
18190-15	898.0
18191-23	2721.1
18192-69	1734.6
18193-165	400.1
18194-18	1349.7
18195-3	3284.6
18196-8	10499.7
18197-97	756.7
18198-51	220.9
18202-22	809.0
18203-9	796.6
18204-1	4562.5
18205-123	389.8
18206-18	3354.1
18207-6	8681.0
18208-3	1670.7
18210-12	283.1
18212-43	956.4
18213-30	412.8
18214-2	2291.6
18215-5	3606.6
18216-22	737.2
18218-48	4465.4
18220-141	868.5
18222-34	4315.6
18224-11	33982.8
18225-13	25057.9
18226-148	1418.1
18227-3	204.8
18228-30	605.5
18231-147	2096.6
18232-42	9221.0
18233-10	8074.2
18235-16	1476.8
18236-3	12042.6
18237-29	374.9
18240-6	485.7
18241-18	1453.8
18242-8	1092.5
18243-9	1650.5
18244-1	44393.5
18253-8	927.8
18255-6	1102.8
18257-64	6040.3
18259-15	877.0
18261-34	259.4
18264-12	1036.0
18265-18	526.0
18267-74	496.3
18268-5	466.4
18270-10	2284.9
18271-43	644.1
18273-14	609.7
18274-2	953.8
18275-5	7714.0
18276-34	1038.1
18277-28	2362.8
18280-29	1564.9
18282-1	1279.8
18284-77	1570.7
18285-6	627.4
18286-3	1343.1
18289-16	18411.9
18290-6	844.6
18291-8	700.7
18294-26	207.3
18295-102	2885.4
18297-8	603.2
18299-13	5907.6
18300-39	5924.0
18301-10	2884.2
18302-204	2662.8
18303-39	116777.3
18304-19	956.5
18306-1	1126.4
18307-71	687.8
18308-30	2393.8
18309-18	17985.7
18310-26	2258.7
18311-44	615.2
18312-68	947.0
18313-4	819.8
18314-88	441.9
18315-38	327.9
18316-75	817.4
18317-111	346.7
18318-98	7972.9
18319-7	800.3
18321-38	183.6
18322-15	725.4
18323-39	331.2
18324-61	698.4
18326-50	647.9
18327-6	2161.6
18328-36	1660.3
18329-4	651.8
18330-7	1033.2
18331-3	5460.2
18332-17	156.8
18336-31	1990.4
18337-4	3274.1
18338-26	5754.9
18339-207	1487.0
18340-2	972.8
18342-2	7128.5
18343-10	308.5
18347-15	15909.0
18348-89	3047.1
18373-13	5312.9
18375-28	3921.8
18376-19	2225.9
18380-78	79138.5
18381-16	1104.8
18382-109	810.8
18383-9	52724.6
18385-4	889.7
18386-36	1278.5
18387-7	37324.3
18389-11	474.6
18392-19	790.6
18395-5	1681.9
18396-10	815.1
18397-5	1068.5
18398-1	410.4
18399-1	1004.4
18400-52	3092.9
18401-18	747.0
18402-1	242.6
18403-25	473.8
18404-22	1006.9
18405-117	1577.7
18407-36	805.9
18408-26	5892.8
18409-61	815.8
18410-26	164.4
18411-83	932.5
18413-24	373.1
18414-26	1118.9
18415-16	2111.6
18416-3	377.1
18417-3	318.4
18419-20	1038.2
18422-41	2753.3
18429-10	974.9
18432-32	1323.2
18434-141	516.5
18435-40	259.6
18449-33	1019.5
18458-4	1459.3
18483-36	684.5
18813-15	845.9
18814-21	322.6
18817-50	481.4
18819-21	7997.6
18821-9	37661.6
18823-52	5586.2
18824-7	2290.8
18829-4	17100.0
18830-1	3847.7
18831-6	812.3
18832-65	2575.2
18833-76	500.5
18837-9	347.8
18839-24	378.5
18840-205	1446.8
18841-1	2307.9
18842-24	654.6
18859-7	175.6
18860-2	363.9
18863-176	400.5
18864-7	1133.0
18866-8	1000.9
18868-7	945.5
18870-1	1031.5
18871-24	1364.8
18873-8	3415.2
18874-66	300.4
18875-125	507.1
18876-77	387.8
18877-15	1553.8
18878-15	570.9
18880-81	8332.1
18881-7	2310.1
18882-7	597.2
18883-4	3222.1
18884-22	2346.0
18886-28	189.8
18887-7	915.0
18888-37	809.0
18890-227	1244.3
18891-98	3888.2
18892-48	257.8
18893-26	1143.9
18894-1	441.8
18895-54	1483.6
18896-23	1004.7
18897-31	1553.0
18898-36	329.6
18899-82	269.5
18900-37	1361.2
18901-26	7126.6
18904-23	316.3
18905-5	453.1
18907-97	1582.3
18909-11	538.9
18910-45	519.5
18913-3	464.5
18914-188	582.7
18916-25	3949.9
18917-53	13821.0
18918-86	154.3
18921-30	227.2
18922-27	879.7
18925-24	3292.2
18926-7	351.5
18927-14	792.8
18928-10	523.6
18930-28	3457.3
18931-40	2419.4
18932-84	522.7
18933-4	434.8
18934-50	1126.0
18935-14	1149.1
18938-3	1006.6
18942-11	1496.0
18943-4	2528.1
18945-11	5823.0
18947-3	466.0
18950-13	11050.4
19108-50	296.9
19109-32	414.8
19110-6	881.0
19111-10	1382.0
19112-2	1317.7
19113-66	8996.2
19114-8	1192.8
19115-13	432.8
19116-1	599.9
19117-3	8190.7
19118-47	1770.7
19119-10	250.2
19120-33	392.9
19121-3	4239.3
19122-47	707.6
19123-6	1895.2
19124-9	3558.3
19125-26	423.1
19126-4	1731.1
19127-1	9026.7
19129-15	2399.8
19130-81	880.7
19131-184	1357.2
19132-1	784.5
19134-66	3438.9
19135-5	1200.3
19136-22	1566.3
19139-3	721.6
19141-22	767.5
19142-39	377.2
19143-38	983.2
19144-9	649.1
19145-4	935.8
19147-6	1968.7
19148-58	303.1
19150-20	13866.4
19152-4	6498.5
19153-53	792.0
19154-41	5563.0
19158-1	3937.4
19159-9	5294.8
19161-1	14120.5
19163-26	3626.2
19166-15	8038.0
19168-71	861.8
19169-88	673.8
19170-25	810.0
19173-5	20168.6
19174-141	1484.6
19175-18	1657.3
19176-27	1575.3
19177-7	5726.4
19180-38	3050.1
19183-164	10359.0
19187-21	1382.5
19188-21	7738.1
19189-2	27578.8
19190-4	758.3
19193-18	3785.2
19194-9	21782.4
19195-85	3123.3
19196-73	1261.3
19197-95	2423.6
19199-3	495.4
19200-16	816.0
19202-10	63144.8
19206-20	639.1
19207-119	940.5
19208-8	890.7
19209-6	297.4
19212-4	351.7
19213-1	1896.3
19215-7	1118.7
19219-71	2287.1
19222-124	16945.7
19223-6	6800.4
19224-5	43537.2
19225-11	405.1
19227-18	334.0
19228-11	268.8
19229-92	606.6
19230-12	522.3
19231-22	1190.5
19233-75	961.5
19236-24	612.3
19237-17	1091.7
19238-12	2986.0
19239-5	785.5
19240-265	3290.0
19241-31	2007.7
19242-21	794.2
19243-2	840.3
19247-1	416.4
19249-18	11819.9
19250-50	8315.2
19251-56	2215.9
19252-67	895.1
19253-82	2650.4
19254-125	17463.0
19255-124	310.9
19257-11	4682.9
19258-24	365.0
19259-176	22261.7
19260-4	318.0
19261-12	461.4
19262-219	1583.0
19263-147	49017.1
19264-6	3017.2
19265-9	986.5
19266-35	16587.7
19267-14	27317.5
19270-26	21705.2
19271-64	588.0
19272-9	10514.6
19273-3	19075.0
19274-80	4950.6
19275-68	3472.2
19276-124	1410.4
19277-4	2322.3
19278-19	1686.8
19279-42	988.5
19280-29	930.1
19281-86	735.2
19282-3	2338.6
19286-30	797.4
19287-59	719.7
19289-29	4842.9
19290-5	1698.9
19291-2	330.6
19293-6	16680.2
19294-26	1993.6
19295-32	8874.1
19296-51	4164.1
19297-4	7271.0
19302-7	180.1
19303-64	465.8
19310-81	820.8
19311-15	216.3
19316-2	2366.3
19317-114	289.3
19323-1	2104.0
19325-21	266.9
19327-31	2775.2
19328-51	578.0
19329-31	1248.2
19331-18	1332.8
19332-1	1671.8
19333-4	10863.0
19334-62	6183.9
19335-2	4296.4
19338-3	500.4
19341-36	58863.8
19347-37	215.2
19353-25	281.4
19356-20	1314.8
19357-11	349.1
19360-22	414.6
19361-78	3875.8
19364-163	531.3
19365-11	906.8
19366-8	541.1
19367-34	1007.5
19369-17	1564.0
19370-30	1358.3
19371-18	17650.8
19372-7	1720.2
19373-3	8347.9
19374-72	834.0
19376-74	707.7
19377-14	1396.0
19379-154	559.8
19381-7	924.9
19383-131	656.0
19388-2	440.2
19392-6	1679.2
19437-61	554.5
19438-68	6078.0
19446-1	4858.2
19448-104	871.8
19467-3	1201.7
19482-11	1392.1
19483-16	1054.8
19488-1	5499.1
19491-11	1688.8
19492-5	3373.4
19496-1	1136.1
19503-2	1616.3
19504-22	9026.3
19506-6	1380.5
19511-8	184.8
19516-10	603.1
19518-12	1623.8
19523-215	12307.5
19545-145	1539.4
19553-14	957.7
19555-1	2090.7
19556-12	7710.3
19557-3	775.2
19558-10	2509.6
19560-23	1189.8
19561-216	5822.1
19562-8	517.7
19563-3	1918.2
19564-61	648.3
19567-1	898.5
19568-17	1140.7
19570-12	390.1
19572-10	307.8
19574-5	2855.3
19575-4	276.4
19578-19	20618.1
19579-5	419.5
19581-15	9181.0
19584-33	289.2
19586-89	10569.4
19587-12	4164.9
19590-46	2589.1
19596-18	361.2
19601-15	2514.6
19602-36	328.9
19606-28	934.3
19612-3	238.8
19613-16	1596.4
19614-8	10824.6
19615-213	576.6
19616-100	1623.3
19617-5	14778.2
19620-16	1819.4
19622-7	6984.2
19623-26	894.0
19630-2	6314.6
19631-13	5469.5
19635-69	951.2
19636-23	8904.9
19637-9	598.8
19638-9	2620.8
19639-53	2398.4
19640-2	291.6
19742-3	3694.1
19743-12	1389.0
19748-3	1975.6
19751-21	3686.1
19752-197	1317.7
19755-38	2336.9
19760-26	2338.7
19765-17	625.6
19767-20	2152.3
19768-13	986.6
19774-8	8294.1
19784-16	4548.4
19786-26	907.3
19787-14	1588.9
19788-6	3723.9
19794-10	727.1
19797-4	744.6
19799-2	3089.2
19802-22	2603.1
19803-34	1040.3
19808-26	3312.3
19809-47	638.5
19819-7	5867.7
19821-10	4525.4
19823-75	6199.9
19824-3	1935.6
20054-28	3665.4
20055-40	320.8
20056-7	937.5
20057-177	134.1
20064-24	6193.9
20066-19	274.0
20067-26	49052.3
20068-61	151.0
20069-23	626.8
20071-53	5351.6
20073-22	230.8
20074-3	438.9
20075-130	229.8
20076-7	75583.0
20078-6	349.0
20079-6	1764.3
20081-14	383.2
20083-1	1154.9
20086-5	3910.9
20087-3	7295.8
20089-172	245.8
20090-63	755.5
20091-138	2283.2
20093-9	4885.2
20103-176	129.9
20105-7	758.1
20106-80	2574.8
20107-11	15049.8
20110-25	395.4
20111-5	4128.8
20116-30	1115.9
20117-5	1020.0
20120-101	320.3
20126-19	91.2
20127-102	327.6
20128-1	322.2
20130-144	2117.1
20133-1	1830.2
20134-27	71.7
20135-85	4756.1
20137-49	1514.4
20139-57	2245.3
20141-42	235.2
20142-42	445.1
20159-1	811.9
20161-41	35502.2
20165-4	2846.5
20167-6	2497.8
20173-39	1848.7
20175-17	930.6
20181-17	530.8
20183-48	411.8
20185-44	472.9
20187-10	2709.1
20189-28	518.5
20189-4	886.7
20191-13	304.7
20195-13	989.0
20197-14	1450.5
20203-45	15725.1
20205-55	205.7
20211-75	1459.2
20213-82	635.6
20215-45	256.0
20217-26	2281.9
20219-25	956.5
20221-26	11997.5
20225-119	2409.3
20229-67	640.2
20231-23	529.1
20237-38	439.9
20241-9	3934.8
20243-26	43515.2
20245-13	470.0
20247-17	824.4
20367-6	769.5
20370-6	3851.7
20373-141	2086.2
20374-41	12518.8
20376-64	2213.0
20378-110	1680.1
20379-59	1240.3
20380-50	453.2
20381-21	449.4
20382-8	495.7
20383-31	512.1
20385-21	941.7
20386-15	1021.4
20387-277	1990.7
20388-8	1111.7
20389-36	694.6
20390-4	210.5
20393-10	936.8
20396-70	454.4
20398-60	13137.9
20399-7	513.9
20401-19	960.1
20402-11	2720.4
20408-11	1161.0
20411-52	2484.8
20423-40	7476.5
20425-12	700.8
20426-34	371.4
20427-18	2798.7
20428-5	334.5
20430-8	454.5
20432-6	762.1
20433-19	1054.3
20434-23	263.2
20435-41	449.8
20436-93	3064.9
20437-9	206.1
20439-14	13996.3
20440-36	289.7
20441-35	663.5
20442-12	5349.6
20443-37	563.5
20444-12	2420.1
20445-29	43304.2
20447-11	247.5
20448-7	368.9
20449-72	508.1
20451-126	1175.9
20453-9	329.1
20454-24	561.5
20457-13	787.2
20458-22	280.9
20460-22	813.8
20461-58	664.8
20463-315	864.4
20464-7	443.5
20511-3	284.5
20512-2	1786.4
20514-8	1121.3
20516-11	367.6
20517-1	40217.6
