Target	SeqId	Type	Dilution	RefLog10Median	RefLog10MAD	RefMedian	RefSD
CUL3	10045-47	Protein	20	2.900386991077658	0.11870627716714238	788.3476667410044	210.25230163232058
cIAP-1	10046-55	Protein	20	3.0321098185885775	0.13583699822396533	1108.2736776648599	353.5291832939826
NCF-2	10047-12	Protein	0.5	2.631010756143292	0.09898526821614984	432.4741680450452	99.7373829326676
PEBB	10048-7	Protein	20	3.0977071816390955	0.10148458267301308	1259.972454817872	302.41987660058766
TERF1	10049-112	Protein	20	2.675281807241394	0.09247061986346927	481.62453344272683	101.5659966364916
ILK1	10053-5	Protein	20	3.7892957859839425	0.2292320224777582	6036.58774193902	3597.5886369751843
GAN	10054-3	Protein	20	2.490853280107652	0.10173976545528629	315.2625273950788	73.77555996540873
FOXM1	10056-5	Protein	20	2.8412026218763082	0.09860426408460568	710.0386445029376	176.55419665070704
RD23A	10058-1	Protein	20	4.023009816733709	0.18399431205624128	10268.763221505536	4785.039555612421
FANCL	10063-10	Protein	20	2.5739919798578037	0.11047012238075626	384.36182242723396	97.19578563733839
RBBP9	10064-12	Protein	0.5	3.0769157387595616	0.07355426490976735	1201.963225105653	203.61812421750537
PIN1	10069-2	Protein	20	2.7392692674308474	0.09514348691308006	562.1324539779275	120.10908131028255
PLCG2	10070-22	Protein	20	2.828455094130896	0.10060312863415821	701.6492992046332	153.32096454349005
TYDP1	10073-22	Protein	20	2.9542939865162476	0.07509317197827059	894.6014429865536	155.26557993800384
BRD2	10074-128	Protein	20	2.88102679675725	0.12610802456692727	777.9363280710594	230.08185401086092
ACBD6	10075-75	Protein	20	2.513028291795994	0.14856048012386586	331.2069853281225	124.85106329224966
AP4M1	10076-1	Protein	20	3.112192665880736	0.10551785823813213	1351.832000707597	288.40978273065326
BAG3	10078-5	Protein	20	2.8166555284358745	0.12831978268632205	669.2380458427447	202.89430068343466
EI2BA	10080-9	Protein	20	2.650846067914111	0.1340307541141026	456.73591303945875	152.91545267958836
SATB2	10081-17	Protein	20	2.723751061780284	0.17801143988517776	533.9944388918988	245.11397646032324
NFL	10082-251	Protein	0.5	2.7282344975117425	0.16702995887923788	539.0221358370146	228.88252986505935
STAR	10085-25	Protein	0.5	3.0424726928710752	0.1066229527453435	1106.55572989572	282.07332760123694
CBS	10086-39	Protein	20	3.091225618733274	0.11164135386048435	1250.5183663203104	328.1071434526879
Alpha crystallin A chain	10087-10	Protein	20	2.531092574646187	0.09863954874039593	347.2666255358102	77.72570525377081
APT	10088-37	Protein	20	3.2818250316010023	0.18600386636416322	1930.4445609056017	961.9403680623719
ASML	10089-7	Protein	20	2.7262884598316877	0.10644783834466809	550.8204243468019	151.98879783070103
CHIP	10336-3	Protein	20	2.7786733652984803	0.12742733226408287	604.7208998697472	191.71921016034602
NSE	10339-48	Protein	20	3.7725060524829663	0.1273162308767597	5757.570209912018	1703.3795502159603
PIAS4	10342-55	Protein	20	2.5488667709411312	0.1275642810775024	354.5609541042043	111.52911131631242
IL-10 Ra	10344-334	Protein	20	3.5058473830270938	0.18469362634318953	3223.257549109925	1557.7372538272405
STAT3	10346-5	Protein	20	4.022227646505882	0.16156964455111078	10770.257985853485	4614.7230502214425
IRF1	10351-51	Protein	20	2.962432536237155	0.15872080027607627	950.4017727599808	361.86928453409166
STAT3	10354-57	Protein	20	3.4577414124149746	0.14521731576018293	2895.24523833841	1064.0999382109824
c-Jun	10356-21	Protein	20	3.109674274338058	0.1860720555400477	1293.9388975433333	631.7725493500102
OAS1	10361-25	Protein	20	2.6416816007926904	0.09819686529874416	450.061292336338	99.06751264190413
c-Myc	10362-35	Protein	20	2.501087930284192	0.11684536211869512	326.09890611638616	87.29245713607874
SMAD3	10363-13	Protein	20	3.5315284456760003	0.11572108705732465	3527.258422796501	1060.2529339170824
SMAD2	10364-6	Protein	20	3.392272902088919	0.16712489195149893	2497.942160104468	1095.6558336098813
IL-23	10365-132	Protein	20	2.9211107296507226	0.14999837195914179	850.0084116746854	310.71971306723935
PDGFRA	10366-11	Protein	20	3.0236705194820814	0.12531994248415268	1072.1623897495617	319.66524907104224
IL-12	10367-62	Protein	20	2.234461435401676	0.11798985537104234	176.245724763896	47.85668697276667
STAT1	10370-21	Protein	20	2.5794016971366167	0.14497932754818632	382.90009715335	141.0700635442357
STAT6	10372-18	Protein	20	3.5864395442345485	0.14045496175972372	3963.491270962261	1453.8760257626961
ATS1_MOUSE	10379-19	Non-Human	20	2.986011461528353	0.14758664805936017	991.1894107150512	352.70328372461915
ANGL3	10382-1	Protein	0.5	4.7454717209889505	0.11564905584984153	56365.433843383486	15412.91925647705
ZNRF3	10390-21	Protein	20	2.7001000841057317	0.11847399697200478	501.2205200722276	144.5479418885097
ANGL3	10391-1	Protein	0.005	3.2620709295266392	0.14552980112949743	1811.6912797847947	650.0542409858821
Mcl-1	10396-6	Protein	20	2.2142555433163067	0.12115683895619489	164.61275619246464	49.185494674996114
ANKR1	10398-110	Protein	20	2.7167828514854198	0.14250620790641944	534.7374475193184	181.53047966029445
Fc_MOUSE	10416-79	Protein	20	2.989542140972799	0.19526049299422166	1003.3229560266769	504.7200779890244
STX12	10418-36	Protein	20	3.3736506527861048	0.12284168634765982	2431.2101945119757	707.9519447093854
SCAR5	10419-1	Protein	20	3.6817134504157467	0.15504006913268387	4811.131125045841	1886.5700590045326
FAIM1	10420-30	Protein	20	2.8402546794786505	0.17194677214940968	683.5478633031415	298.5696096860368
NPDC1	10424-31	Protein	20	2.6389273992454885	0.11173197937624346	438.7202275682124	116.72664678735816
B4GT5	10425-3	Protein	20	2.8978917448238266	0.104081148695226	797.4409513181031	195.58162243095012
GOSR2	10426-21	Protein	20	2.1980109496462577	0.20729709836114574	151.49534242551647	81.05695867119432
Fc_MOUSE	10427-2	Protein	20	2.834458737175502	0.21499225497811714	697.2189075177837	403.6090337055294
KI2S2	10428-1	Protein	20	3.1198213133866624	0.2619446523195472	1341.7055051494333	1041.4525920375581
4F2	10430-31	Protein	20	2.1330088564791216	0.12265866830923167	136.06695827652732	40.66580760743961
K1644	10432-3	Protein	20	2.06045760715555	0.12359653297163553	117.63929242567065	33.961505457830675
ASPG	10435-2	Protein	20	2.7720063816829907	0.1214117648428592	596.4906994388714	173.92341820053903
CSF2R	10438-19	Protein	0.5	2.9442870233315026	0.13456560432051634	884.6857610254067	291.51121622069127
Alpha-amylase 2B	10439-57	Protein	20	3.7345526335599963	0.1665356387712431	5478.453507219811	2311.5454860022596
ACAM	10440-26	Protein	20	2.98660896725559	0.1561071899616111	990.2884792365568	378.6741798009876
TM190	10442-1	Protein	20	2.4369059732338414	0.2018300335498724	267.83341654452187	150.89723335650203
ApoM	10445-20	Protein	0.005	2.851608586326511	0.12126843868104675	712.6628859185768	209.76903681043302
PABP3	10447-18	Protein	20	3.406227026242365	0.13861017782710316	2584.1418136482125	913.1008584517284
TMM46	10449-31	Protein	20	3.4621374895895887	0.16338353460258803	2863.7037712603956	1175.3945271644718
NUCB1	10451-11	Protein	0.5	3.2292231213895066	0.11177393970323779	1690.2820691162792	454.384859182873
Fc_MOUSE	10452-24	Protein	20	2.8059424696424915	0.22678177009870337	642.4030421762194	409.8176362510481
CEA20	10453-7	Protein	20	1.9106763129023727	0.15170529169748959	84.66543671439996	30.293595911063008
DJC16	10454-99	Protein	20	2.547979659861549	0.18067492702909638	353.49301345600327	167.78259405162007
IL-31	10455-196	Protein	20	2.577131584863819	0.15175169020034573	391.07441182436565	141.06417410630408
IL-18 Rb	10457-3	Protein	20	2.5724498000674743	0.12098326103545598	380.1861691415654	108.38013552425846
Chitotriosidase-1	10460-1	Protein	20	3.236344026295445	0.3105741917356857	1755.2560579913397	1809.878225286246
Fc_MOUSE	10461-57	Protein	20	2.2508207824295265	0.09999910661790534	182.26534987500725	41.35529875986971
