SeqId	Target	Type	Dilution	RefLog10Median	RefLog10MAD	RefMedian	RefSD	SeqId
10087-10	Alpha crystallin A chain	Protein	20.0	2.642612749156232	0.07449627050024665	439.15	321.3676214598934	10087-10
10088-37	APT	Protein	20.0	3.8245801122826237	0.3386975229028649	6677.05	7294.984344984016	10088-37
10089-7	ASML	Protein	20.0	2.935707801860874	0.17392079547850822	862.4000000000001	2994.507245749944	10089-7
10336-3	CHIP	Protein	20.0	3.063164266431075	0.22519770943635836	1156.55	2332.7066735357544	10336-3
10339-48	NSE	Protein	20.0	4.110808380149008	0.1851991351672874	12906.5	7579.363660110003	10339-48
10342-55	PIAS4	Protein	20.0	2.7191653674572223	0.12709686340934714	523.8	243.54992060200485	10342-55
10344-334	IL-10 Ra	Protein	20.0	3.643151503444915	0.11778554256420563	4396.95	1306.6993190884557	10344-334
10346-5	STAT3	Protein	20.0	4.527387319207482	0.2890546076438303	33681.3	26326.09907110247	10346-5
10351-51	IRF1	Protein	20.0	3.067014886607973	0.08547822356176611	1166.85	4221.278721557555	10351-51
10354-57	STAT3	Protein	20.0	3.917562997070921	0.2749206693254718	8271.099999999999	8234.172706427737	10354-57
10356-21	c-Jun	Protein	20.0	3.2183122517126335	0.1400426035881499	1653.15	653.8884272644182	10356-21
10361-25	OAS1	Protein	20.0	2.746555356782806	0.0866722626902281	557.9000000000001	613.237917606969	10361-25
10362-35	c-Myc	Protein	20.0	2.6043873177699224	0.09631988682947422	402.15	241.61484394410766	10362-35
10363-13	SMAD3	Protein	20.0	3.9936605078109375	0.23377437890627026	9855.150000000001	7053.86565880162	10363-13
10364-6	SMAD2	Protein	20.0	3.9208973641167555	0.30677835865530295	8334.85	7743.801892721772	10364-6
10365-132	IL-23	Protein	20.0	2.981365449927371	0.18157057636497112	958.0	511.3553410535051	10365-132
10366-11	PDGFRA	Protein	20.0	3.162788291731777	0.0958479530340711	1454.75	4780.235991766444	10366-11
10367-62	IL-12	Protein	20.0	2.348985945925514	0.0922426539171279	223.35000000000002	123.61388086355358	10367-62
10370-21	STAT1	Protein	20.0	3.069779021514159	0.2512374944021932	1174.3	1256.7440664990143	10370-21
10372-18	STAT6	Protein	20.0	3.913358009388621	0.21974410272735126	8191.4	6143.085290794747	10372-18
10379-19	ATS1_MOUSE	Non-Human	20.0	3.1494808291395646	0.10065782759137992	1410.85	1416.6197384851353	10379-19
10382-1	ANGL3	Protein	0.5	4.850501642477479	0.10842098259309185	70876.4	17162.335785534415	10382-1
10390-21	ZNRF3	Protein	20.0	2.8117425241495475	0.12747908061490576	648.25	329.26672612559526	10390-21
10391-1	ANGL3	Protein	0.005	3.333497395601462	0.1435616846046769	2155.25	766.7729094179342	10391-1
10396-6	Mcl-1	Protein	20.0	2.34723231134884	0.12699488298184713	222.45	164.1031965294089	10396-6
10398-110	ANKR1	Protein	20.0	2.849910558301496	0.08596744075891281	707.8	553.7281186901621	10398-110
10416-79	Fc_MOUSE	Protein	20.0	3.1421390620771907	0.10381025278758073	1387.1999999999998	2106.1379981822092	10416-79
10418-36	STX12	Protein	20.0	3.6204581632649697	0.17822209001114886	4173.1	2519.3797307429018	10418-36
10419-1	SCAR5	Protein	20.0	3.842446559424639	0.16494086160408652	6957.4	4190.524303621189	10419-1
10420-30	FAIM1	Protein	20.0	2.988670409317232	0.14443847775624744	974.25	537.2107017531722	10420-30
10424-31	NPDC1	Protein	20.0	2.809828830740246	0.09774430891174833	645.4	326.4129893389067	10424-31
10425-3	B4GT5	Protein	20.0	3.0369281126012204	0.0854428879391003	1088.75	305.7305967860832	10425-3
10426-21	GOSR2	Protein	20.0	2.299725153975637	0.2004828362135366	199.4	104.58858102560437	10426-21
10427-2	Fc_MOUSE	Protein	20.0	3.1128683533123516	0.22586185810713122	1296.8	1845.7515134944545	10427-2
10428-1	KI2S2	Protein	20.0	3.267933973229922	0.25991852652495623	1853.25	1354.3982387517995	10428-1
10430-31	4F2	Protein	20.0	2.2528527598930026	0.11878559736297564	179.0	147.78556936213883	10430-31
10432-3	K1644	Protein	20.0	2.202624331407921	0.06786230676537801	159.45	255.30115103216121	10432-3
10435-2	ASPG	Protein	20.0	2.8875610263522007	0.07544794449430768	771.9000000000001	1446.6029593728297	10435-2
10438-19	CSF2R	Protein	0.5	3.0324572666864866	0.09447511351952662	1077.6	273.6169914533007	10438-19
10439-57	Alpha-amylase 2B	Protein	20.0	3.7702405998313235	0.18462493025613774	5891.7	3953.103931269163	10439-57
10440-26	ACAM	Protein	20.0	3.080716196425001	0.09881085387559768	1204.25	1239.8474199806155	10440-26
10442-1	TM190	Protein	20.0	2.53718856755675	0.1632751037292839	344.5	143.76563964807306	10442-1
10445-20	ApoM	Protein	0.005	2.8480936346628303	0.10833732140739305	704.85	187.6591432975095	10445-20
10447-18	PABP3	Protein	20.0	3.6029267590567784	0.1504505408272866	4008.0	2033.2811107505281	10447-18
10449-31	TMM46	Protein	20.0	3.604004433559564	0.14977201256450998	4017.95	1521.2608576986192	10449-31
10451-11	NUCB1	Protein	0.5	3.3684169827238795	0.11272022814337086	2335.7	1136.6052505745135	10451-11
10452-24	Fc_MOUSE	Protein	20.0	2.9555901410251018	0.1446636889054021	902.8	368.5590009590664	10452-24
10453-7	CEA20	Protein	20.0	2.040008229645105	0.10088976313424453	109.65	595.5120705154038	10453-7
10454-99	DJC16	Protein	20.0	2.796781476129487	0.3519898867658362	626.3	1092.556797121825	10454-99
10455-196	IL-31	Protein	20.0	2.704536556420685	0.09844789015386413	506.45000000000005	1427.0029785652773	10455-196
10457-3	IL-18 Rb	Protein	20.0	2.7025595130847555	0.10845250859740461	504.15	591.7306539048813	10457-3
10460-1	Chitotriosidase-1	Protein	20.0	3.4145521610876255	0.26830412663720243	2597.6	2597.114035583537	10460-1
10461-57	Fc_MOUSE	Protein	20.0	2.3475251599986895	0.0721613391083158	222.6	77.39907650599825	10461-57
10462-14	INSL5	Protein	20.0	2.623507694447098	0.12371118629862855	420.25	197.21221667431078	10462-14
10463-23	Alkaline phosphatase, intestine	Protein	20.0	2.969322706112202	0.08876014102438133	931.8	610.3662984711115	10463-23
10464-6	ANTR1	Protein	20.0	3.175004163171981	0.09053613740280236	1496.25	378.809806619464	10464-6
10467-58	Fc_MOUSE	Protein	20.0	2.6815122477698523	0.11002419299007755	480.29999999999995	1628.9641817903573	10467-58
10470-34	TXD11	Protein	20.0	2.658195703461276	0.22780421028548523	455.2	370.710310626477	10470-34
10471-25	Fc_MOUSE	Protein	20.0	2.7286783365498692	0.1142510544201791	535.4000000000001	1573.100256054274	10471-25
10472-53	HVEM	Protein	20.0	3.2443368882140153	0.1412508372082749	1755.25	1085.0689087010905	10472-53
10473-2	Trefoil factor 2	Protein	20.0	2.35955065762433	0.09456544771953788	228.85	841.0597047910779	10473-2
10476-23	Fc_MOUSE	Protein	20.0	3.5643227490805085	0.2655762274102249	3667.1	3759.1029440790776	10476-23
10477-162	Fc_MOUSE	Protein	20.0	2.7984422242571814	0.2627384215913124	628.7	450.6768040908813	10477-162
10479-18	MMP-10	Protein	20.0	3.555239281069775	0.1724993863237687	3591.2	6703.6980925978605	10479-18
10480-33	CD59	Protein	20.0	2.7957409986191277	0.09386748961227684	624.8	11571.39028665497	10480-33
10485-56	MAGE-4	Protein	20.0	1.7667830853885524	0.2649195183341501	58.45	64.43025640872487	10485-56
10489-19	Fc_MOUSE	Protein	20.0	2.229167812995974	0.1182108513876293	169.5	48.79729434840072	10489-19
10490-3	RPN1	Protein	20.0	3.6365772595054597	0.15557839054023195	4330.9	2574.46246810815	10490-3
10491-21	Fc_MOUSE	Protein	20.0	3.19477677515793	0.15913812682438194	1565.95	732.1747407439696	10491-21
10494-48	Fc_MOUSE	Protein	20.0	2.4679778186583228	0.05799112274232097	293.75	183.91710082380195	10494-48
10495-10	Fc_MOUSE	Protein	20.0	2.2880255353883627	0.070203689585229	194.1	168.88773333515726	10495-10
10496-11	CaCC	Protein	20.0	2.81786251745569	0.0912522965771117	657.45	476.6755320434079	10496-11
10497-242	Fc_MOUSE	Protein	20.0	2.639536265130183	0.12477431131860214	436.04999999999995	208.88310770671788	10497-242
10499-1	T106A	Protein	20.0	2.3657686779292364	0.10522476853522358	232.14999999999998	149.23418005105475	10499-1
10501-3	Fc_MOUSE	Protein	20.0	1.6989621868946299	0.31537631382442616	50.0	49.444976877175996	10501-3
10502-15	Fc_MOUSE	Protein	20.0	2.7804972097480336	0.11650881056805461	603.25	915.1085541364039	10502-15
10503-55	Fc_MOUSE	Protein	20.0	2.9918678271143175	0.1257509458080943	981.45	593.2372009788446	10503-55
10504-6	Fc_MOUSE	Protein	20.0	2.4649364291217326	0.0690514567459754	291.7	134.35242689569208	10504-6
10505-12	RNF43	Protein	20.0	2.9235806208716912	0.09269899877573672	838.65	1746.272270263493	10505-12
10506-53	PGRC2	Protein	20.0	3.022407489904735	0.11137443438909134	1052.9499999999998	819.8465315562985	10506-53
10507-166	sperm protein 10	Protein	20.0	2.373187862301238	0.10859322445811857	236.15	3576.0196566233167	10507-166
10510-62	SCIMP	Protein	20.0	2.354396581467398	0.06212398354353555	226.14999999999998	124.49795564993084	10510-62
10511-10	Collagen alpha-3(VI)	Protein	0.5	2.8964620021517833	0.41562929099610835	787.9	1029.3145434570567	10511-10
10512-13	IL3RB	Protein	20.0	2.4771210375723127	0.09599325044645225	300.0	156.25137757200707	10512-13
